customers,averagespeed,distance,vehicles,costs,tts,weighted_load,positive_height_diff,total_fuel,driver_pay5,24.305555555555557,870557.6620533199,1,426.2520000507901,0.5062892436981201,317962597.3136652,181.53213916627095,96.68624664772227,257.05106841727616
5,24.305555555555546,1087300.0360858694,1,528.486614998418,0.38731980323791504,390509069.8357086,398.79276844778457,120.28570073240294,317.98663871671283
5,24.30555555555555,1192119.3747645572,1,580.4400283428233,0.36858272552490234,445690729.2778593,140.29672290971695,133.1338178663796,347.45584707665904
5,24.305555555555554,1544583.4089343273,2,738.0859333340734,0.549475908279419,478386420.6843186,222.24088277662742,165.42133751475578,448.59859268325073
5,24.30555555555555,1560189.3264624742,2,746.3732415248545,0.5844998359680176,491021530.01328945,375.93373606375513,167.64980377108805,452.9860849254504
5,24.305555555555554,967899.5753097718,1,470.99877293898163,0.5443260669708252,341196285.58276033,169.92362001536705,106.61755480516234,284.41805202994755
5,24.305555555555557,938023.3123169848,1,458.6051723820834,0.4051551818847656,344789271.5809117,420.74379266017274,104.33521045182243,276.01855409139415
5,24.305555555555554,1105833.302025312,1,535.1283381874019,0.582404613494873,379906309.5678717,157.65026363524134,121.10354521844916,323.19713405511595
5,24.305555555555554,1137622.0671070444,1,551.3458711229647,0.5683555603027344,400334536.0468325,239.7802902691343,125.26374447298679,332.13431829523785
5,24.30555555555555,1195627.072549889,1,580.9653475841602,0.6191127300262451,437828576.5170172,260.0274741482107,132.87047790293707,348.4420112540203
6,24.305555555555554,1528762.2152028654,2,736.273634485671,0.908604621887207,501901647.23349655,408.184493644508,165.75603280656802,446.200577074177
6,24.305555555555557,1003844.0804279591,1,493.9057965210287,0.925809383392334,384455643.0801782,520.7357613211127,112.76125921340477,296.57359289757034
6,24.305555555555554,1621251.5229247103,2,777.6666704186098,0.9775938987731934,514990161.5479921,405.6796456255552,174.5505057807705,472.2032853022614
6,24.30555555555555,1333284.0936797345,2,646.0163277451202,0.9514002799987793,452054735.5919936,343.7662661291449,145.58458757992844,391.24329948024547
6,24.305555555555557,1115913.696703707,2,539.9233367870634,0.8007040023803711,350793043.0948283,312.0808830929466,119.88124101196303,330.1311650161281
6,24.30555555555555,1135356.0434724642,2,555.8637010945438,1.0060198307037354,411472819.4818652,277.76887644728345,125.86654809045275,335.5972419362515
6,24.30555555555555,606389.8323290007,1,300.22934088423597,0.8778500556945801,201790081.03109634,207.4405091043097,65.9412405033619,184.83217000335264
6,24.305555555555554,1208912.9414467702,2,582.7402256070573,0.8952054977416992,373521423.67424345,528.1114650338261,129.40742126385297,356.2772383953145
