customers,averagespeed,distance,vehicles,costs,tts,weighted_load,positive_height_diff,total_fuel,driver_pay,eff,a,xxx
20,13.876861937391896,3991456.7019172353,7,15422.77337253023,6.99222731590271,1284330721.823057,1162.828824415078,7658.242668709243,2020.8487022890554,0.01,1,1
20,14.91548199468302,3662506.1210304853,6,8614.213960915877,19.012921810150146,1223554946.5027885,1097.7609844760846,3933.134057553013,1731.2293601981046,0.02,2,1
20,14.91548199468302,3662506.1210304853,6,6319.885760677018,26.33946442604065,1223554946.5027874,1097.7609844760846,2622.0893717020076,1731.2293601985043,0.03,3,1
20,16.54020706280634,3322399.870062407,5,5119.680846812913,29.607789039611816,1168802795.3109152,1104.006166477182,2109.8931555151253,1427.3678246614436,0.04,4,1
20,16.54020706280634,3322399.870062407,5,4381.218242382237,31.14192795753479,1168802795.3109236,1104.006166477182,1687.9145244121048,1427.3678246610536,0.05,5,1
20,16.602004857075972,3322399.870062407,5,3888.3206228317777,30.093024969100952,1168802795.3109145,1104.006166477182,1409.1783055052904,1422.2585881975197,0.06,6,1
20,16.602004857075972,3322399.870062407,5,3536.026046455194,44.39455437660217,1168802795.310924,1104.006166477182,1207.8671190045382,1422.258588197252,0.07,7,1
20,16.82007193760285,3322399.870062407,5,3270.221837743188,54.69580864906311,1168802795.3109193,1104.006166477182,1066.1099033339942,1404.5295069086985,0.08,8,1
20,16.82007193760285,3322399.870062407,5,3062.922689873085,47.73047089576721,1168802795.3109102,1104.006166477182,947.6532474079922,1404.5295069090987,0.09,9,1
20,17.01091935980032,3322399.870062407,5,2896.6310616792243,64.01028752326965,1168802795.310908,1104.006166477182,861.2826674542256,1389.3863936343296,0.1,10,1
20,17.01091935980032,3322399.870062407,5,2759.608819129833,59.31879472732544,1168802795.3109117,1104.006166477182,782.9842431402063,1389.3863936344721,0.11,11,1
20,17.01091935980032,3322399.870062407,5,2645.4236170680247,76.81680583953857,1168802795.4015791,1104.006166477182,717.7355562318187,1389.386393662342,0.12,12,1
20,17.474008629390724,3322399.870062407,5,2547.71463824004,83.13565158843994,1168802795.407056,1104.006166477182,682.1129956575571,1354.016895839315,0.13,13,1
20,17.474008629390724,3322399.870062407,5,2462.4505137850892,105.66388201713562,1168802795.4141176,1104.006166477182,633.3906388262074,1354.0168958392264,0.14,14,1
20,17.474008629390724,3322399.870062407,5,2388.5549392564653,127.18750834465027,1168802795.4192924,1104.006166477182,591.1645962387049,1354.016895838732,0.15,15,1
20,17.474008629390724,3322399.870062407,5,2323.8963115480665,126.55041027069092,1168802795.432145,1104.006166477182,554.2168089759085,1354.0168958402264,0.16,16,1
20,17.964520693730798,3322399.870062407,5,2264.805321758494,127.45358371734619,1168802795.432702,1104.006166477182,540.7221264781388,1318.541600421751,0.17,17,1
20,17.964520693730798,3322399.870062407,5,2212.235115017301,189.63580012321472,1168802795.4351203,1104.006166477182,510.6820083408195,1318.5416004208669,0.18,18,1
20,17.964520693730798,3322399.870062407,5,2165.198614248672,149.58900260925293,1168802795.4367497,1104.006166477182,483.8040079020554,1318.5416004200752,0.19,19,1
20,18.053278589276122,3325376.329051699,5,2122.7160467403464,186.96730375289917,1169308954.7634757,1104.0061664771822,462.296179757829,1313.6977321641455,0.2,20,1
20,18.748790110086684,3325376.329051699,5,2082.0037955642038,207.47300171852112,1169308954.7615721,1104.0061664771822,465.7135432524347,1267.005094872443,0.21,21,1
20,18.748790110086684,3325376.329051699,5,2044.9584000797545,185.42803740501404,1169308954.7690704,1104.0061664771822,444.54474583277,1267.005094872407,0.22,22,1
20,18.748790110086684,3325376.329051699,5,2011.1343433328645,178.0198929309845,1169308954.7756648,1104.0061664771822,425.21671340601574,1267.005094872337,0.23,23,1
20,18.748790110086684,3325376.329051699,5,1980.128957981394,259.4242596626282,1169308954.7813962,1104.0061664771822,407.49935034806276,1267.0050948722842,0.24,24,1
20,19.498949370983176,3325376.329051699,5,1950.9009179090135,241.12796258926392,1169308954.785036,1104.0061664771822,417.44191684399044,1220.3775634320302,0.25,25,1
20,19.498949370983176,3325376.329051699,5,1922.8038658138103,202.05781149864197,1169308954.789612,1104.0061664771822,401.38645850430214,1220.3775634312815,0.26,26,1
20,19.130035779011628,2789909.4022550504,5,1521.9071059628623,158.038996219635,1002516447.0008581,1017.3938364981884,320.539253361877,960.9634125795774,0.27,27,1
20,19.563559249127042,3325376.329051699,5,1872.611219563127,254.77921867370605,1169308954.774086,1104.0061664771822,373.13291720952867,1219.6286144464518,0.28,28,1
20,19.563559249127042,3325376.329051699,5,1850.094578007983,391.66851711273193,1169308954.778905,1104.0061664771822,360.26626489239777,1219.628614446287,0.29,29,1
20,20.4449973662652,3325376.329051699,5,1828.8908684779065,263.01890754699707,1169308954.7790084,1104.0061664771822,376.7647610680731,1169.5525366087786,0.3,30,1
20,20.4449973662652,3325376.329051699,5,1807.6218900314643,185.40938138961792,1169308954.7844913,1104.0061664771822,364.6110590986025,1169.55253660891,0.31,31,1
20,20.4449973662652,3325376.329051699,5,1787.6822227361627,287.7926461696625,1169308954.7840703,1104.0061664771822,353.2169635017365,1169.5525366081238,0.32,32,1
